ID;"Active (0/1)";"Name *";"Parent category";"Root category (0/1)";Description;"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Image URL"
454;1;"Cajas de madera";448;0
455;1;"Perchas y percheros";403;0
456;1;"Artículos de Limpieza";403;0
457;1;"Limpiacristales y Rascadores";456;0
458;1;"Bayetas, Estropajos y Esponjas";456;0
459;1;"Cubos y barreños";456;0
460;1;"Escoba, Fregona, Mopa, Recogedor";456;0
461;1;"Ambientadores y Absorbe Humedad";456;0
462;1;Pulimentos;456;0
463;1;"Productos Químicos";456;0
464;1;Quitapelusas;456;0
465;1;Electrónica;403;0
466;1;Domótica;465;0
467;1;Telefonía;465;0
468;1;"Accesorios para dispositivos móviles";465;0
469;1;Televisión;465;0
470;1;"Timbres, Sirenas y Videoporteros";465;0
471;1;"Radios digitales y transistores";465;0
472;1;"Relojes y despertadores";403;0
473;1;Gadgets;403;0
474;1;"Herramientas manuales";2;0
475;1;"Alicates y tenazas";474;0
476;1;Alicates;475;0
477;1;Cortatubos;475;0
478;1;"Espejo de mecánico";475;0
479;1;"Juego de alicates";475;0
480;1;"Pinzas de precision";475;0
481;1;"Prensa terminales";475;0
482;1;Tenazas;475;0
483;1;Destornilladores;474;0
484;1;Verificadores;483;0
485;1;"Boca cuadrada";483;0
486;1;"Boca plana";483;0
487;1;"Destornilladores electricista";483;0
488;1;Hexagonal-bola;483;0
489;1;"Juego destornilladores";483;0
490;1;Mango;483;0
491;1;Mecánico;483;0
492;1;Phillips;483;0
493;1;Portapuntas;483;0
494;1;Pozidriv;483;0
495;1;Torx;483;0
496;1;Tri-wing;483;0
497;1;Varillas;483;0
498;1;"Vaso hexagonal";483;0
499;1;Puntas;483;0
500;1;Llaves;474;0
501;1;"Llaves de vaso";500;0
502;1;"Juego de llaves de vaso";500;0
503;1;"Llaves ajustables";500;0
504;1;"Llaves fijas";500;0
505;1;"Llaves de carraca";500;0
506;1;"Llaves allen";500;0
507;1;"Llaves de pipa";500;0
508;1;"Llaves acodadas";500;0
509;1;"Llaves combinadas";500;0
510;1;"Llaves de tubo";500;0
511;1;"Llaves hexagonales";500;0
512;1;"Llaves Torx";500;0
513;1;"Martillos y mazas";474;0
514;1;Mazas;513;0
515;1;Martillos;513;0
516;1;"Limas y escofinas";474;0
517;1;Limas;516;0
518;1;Escofinas;516;0
519;1;"Mangos para limas y escofinas, y cepillos.";516;0
520;1;"Botadores y sacabocados";474;0
521;1;Sacabocados;520;0
522;1;Botadores;520;0
523;1;Punzones;520;0
524;1;"Sierras y consumibles";474;0
525;1;Serruchos;524;0
526;1;Sierras;524;0
527;1;"Consumibles sierras y guias";524;0
528;1;"Cúters, navajas y tijeras";474;0
529;1;Cúter;528;0
530;1;"Navajas / cuchillos";528;0
531;1;Tijeras;528;0
532;1;"Útiles de medida de precisión";474;0
533;1;Calibres;532;0
534;1;Compás;532;0
535;1;"Transportadores de angulos";532;0
536;1;"Instrumental digital";532;0
537;1;Galgas;532;0
538;1;Niveles;532;0
539;1;"Medidores láser";532;0
540;1;Micrómetros;532;0
541;1;"Escuadras y reglas";474;0
542;1;Escuadras;541;0
543;1;Reglas;541;0
544;1;Flexómetros;474;0
545;1;"Cintas metricas";544;0
546;1;flexometros;544;0
547;1;"Niveles de construcción";474;0
548;1;"Tiralíneas y marcaje";474;0
549;1;"Marcadores manuales";548;0
550;1;"Cordeles y tiralineas";548;0
551;1;"Sargentos y pinzas";474;0
552;1;"Tornillos de apriete";551;0
553;1;"Pinzas de apriete";551;0
554;1;"Remachadoras y remaches";474;0
555;1;"Grapadoras y clavadoras";474;0
556;1;"Estuches de herramientas";474;0
557;1;"Cajas de herramientas";474;0
558;1;"Bolsas porta herramientas";557;0
559;1;"Caja herramientas de plástico";557;0
560;1;"Caja herramientas de metal";557;0
561;1;"Talleres móviles";557;0
